year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,FootO,,,ITA,Italian Sprint Championship,Canal San Bovo (TN),World Ranking Event,World Ranking Event,GS Pavione,Europe,,https://eventor.orienteering.org/Events/Show/5259,Individual,2016-05-03 21:59:59,Completed,SportIdent,http://www.gspavione.it/it/pagina/italian-orienteering-championships,0,Individual,Sprint,113,71,41,0
,,MTBO,,,RUS,RUSSIAN CHAMPIONSHIPS,Moscow Region,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5308,Individual,2016-05-05 19:59:59,Completed,SportIdent,http://rufso.ru,0,Individual,Middle,83,46,28,0
,,FootO,,,ITA,Italian Middle Championship,Calaita (TN),World Ranking Event,World Ranking Event,GS Pavione,Europe,,https://eventor.orienteering.org/Events/Show/5260,Individual,2016-05-03 21:59:59,Completed,SportIdent,http://www.gspavione.it/it/pagina/italian-orienteering-championships,0,Individual,Middle,110,75,36,0
,,MTBO,,,FRA,MTB Orienteering World Cup 2016 Round 1,,Major Event,World Cup,,Europe,"Event Center 
Stade Throo
rue d'Issenheim
68500 Guebwiller

Alsace region",https://eventor.orienteering.org/Events/Show/5116,Individual,2016-05-03 21:49:59,Entries opened,Manual,http://www.mtbo2016.fr,3,Individual; Relay,Long; Middle,117,0,0,0
,,FootO,,,BEL,3 Days of Belgium 2016,Neufchâteau,World Ranking Event,World Ranking Event,ASUB Orientation,Europe,,https://eventor.orienteering.org/Events/Show/5328,Individual,2016-05-09 07:00:59,Completed,Emit,http://2016.3days.be/,0,Individual,Middle,39,31,16,0
,,TrailO,,,CZE,European Trail Orienteering Championships 2016,,Major Event,Regional Championships,,Europe,,https://eventor.orienteering.org/Events/Show/4851,Individual,,Approved,Manual,http://www.eoc2016.cz,4,Individual,Long,0,0,0,0
,,FootO,,,CZE,European Orienteering Championships 2016 and World Cup 2016 Round 2,,Major Event,Regional Championships; World Cup,,Europe,For entries please use internal entry system on http://www.eoc2016.cz/en/entries. ,https://eventor.orienteering.org/Events/Show/4852,Individual,2016-01-01 22:59:59,Entries opened,Manual,http://www.eoc2016.cz,8,Individual; Relay,Long; Middle; Sprint,0,0,0,0
,,MTBO,,,FIN,"4th Hiiltomiehet MTM-orienteering, sprint","Pälkäne, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5218,Individual,2016-05-24 20:59:59,Completed,Emit,http://www.fillarirastit.com,0,Individual,Sprint,2,17,14,0
,,MTBO,,,FIN,"4th Hiiltomiehet MTB-orienteering, middle","Pälkäne, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5219,Individual,2016-05-24 20:59:59,Completed,Emit,http://www.fillarirastit.com,0,Individual,Middle,2,16,13,0
,,FootO,,,AUS,National Orienteering League Round 4 Long Distance,"St Helens, Tasmania",World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/5269,Individual,,Completed,SportIdent,http://www.tasorienteering.asn.au/,0,Individual,Long,0,14,9,0
,,FootO,,,DEN,JFM Sprint,Assens,World Ranking Event,World Ranking Event,Faaborg OK,Europe,,https://eventor.orienteering.org/Events/Show/5321,Individual,2016-05-22 21:59:59,Completed,SportIdent,http://fynsksprintcup.dk/,0,Individual,Sprint,3,3,6,0
,,FootO,,,AUT,Austrian National Championship long distance,"Gutenbrunn, Lower-Austria",World Ranking Event,World Ranking Event,OLT Transdanubien,Europe,,https://eventor.orienteering.org/Events/Show/5152,Individual,2016-05-29 21:59:59,Completed,SportIdent,http://www.olt-transdanubien.at/wre16.php,0,Individual,Long,1,20,10,0
,,FootO,,,CZE,Czech cup,Ivan?ice,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5325,Individual,,Completed,SportIdent,http://oris.orientacnisporty.cz/Zavod?id=3086; http://cp2016.betaursus.cz,0,Individual,Sprint,0,40,26,0
,,FootO,,,NZL,Queens Birthday 2016,"Kuku Beach, Levin",World Ranking Event,World Ranking Event,Orienteering Wellington,Oceania,,https://eventor.orienteering.org/Events/Show/5228,Individual,,Completed,SportIdent,http://www.facebook.com/orienteeringwellington,0,Individual,Middle,0,20,15,0
,,FootO,,,NZL,Queens Birthday 2016,"Waitarere, Levin",World Ranking Event,World Ranking Event,Orienteering Wellington,Oceania,,https://eventor.orienteering.org/Events/Show/5229,Individual,2016-06-02 11:59:59,Completed,SportIdent,Http://www.facebook.com/orienteeringwellington,0,Individual,Long,0,17,13,0
,,FootO,,,FIN,"Finnish Championships, middle distance",Anttola,World Ranking Event,World Ranking Event,Anttolan Urheilijat,Europe,,https://eventor.orienteering.org/Events/Show/5246,Individual,2016-05-26 20:59:59,Completed,Emit,http://www.anttolanurheilijat.fi/joomla/index.php/sm-keskimatka-r1,0,Individual,Middle,2,225,127,0
,,FootO,,,EST,Baltic Orienteering Championships,"Veskimõisa, Põlva county, Süd-Estonia",World Ranking Event,World Ranking Event,OK Polva Kobras,Europe,,https://eventor.orienteering.org/Events/Show/5315,Individual,2016-06-06 20:59:59,Completed,SportIdent,http://www.orienteerumine.ee/boc2016/,0,Individual,Long,75,39,36,0
,,MTBO,,,AUT,Austrian MTBO Championships Middle Distance,"3912 Grafenschlag, Lower-Austria",World Ranking Event,World Ranking Event,OLG Stroeck Wien,Europe,,https://eventor.orienteering.org/Events/Show/5265,Individual,2016-06-05 21:59:59,Completed,SportIdent,http://www.wmtboc2018.at/wre2016/,0,Individual,Middle,21,17,10,8
,,MTBO,,,AUT,MTBO Austria Cup Long Distance,"3912 Grafenschlag, Lower-Austria",World Ranking Event,World Ranking Event,OLG Stroeck Wien,Europe,,https://eventor.orienteering.org/Events/Show/5266,Individual,2016-06-05 21:59:59,Completed,SportIdent,http://www.wmtboc2018.at/wre2016/,0,Individual,Long,21,17,10,6
,,FootO,,,RUS,Russian Championsips,"Tver Region, Tver",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5313,Individual,2016-06-09 19:59:59,Completed,Manual,http://rufso.ru,0,Individual,Sprint,29,49,36,0
,,FootO,,,FIN,Huippuliiga-Hirvelä,"Hirvelän lava, Onnenmäentie 60, 46710 Kouvola",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5471,Individual,2016-06-11 21:00:59; 2016-06-12 20:59:59,Completed,Emit,http://kouvolansuunnistajat.fi/kilpailu/huippuliiga/,0,Individual,Middle,39,118,64,0
,,MTBO,,,LAT,Latvia MTBO 3-days 2016,Smiltene,World Ranking Event,World Ranking Event,Auseklis IK,Europe,,https://eventor.orienteering.org/Events/Show/5275,Individual,2016-06-12 20:59:59,Completed,SportIdent,http://www.magnets.lv,0,Individual,Middle,48,37,24,0
,,FootO,,,CRO,Thermenland Open 2016.,"Varaždinske Toplice, Croatia",World Ranking Event,World Ranking Event,OK Medjimurje,Europe,,https://eventor.orienteering.org/Events/Show/5296,Individual,2016-06-12 21:59:59,Completed,SportIdent,http://www.thermenlandopen.org,0,Individual,Long,14,16,8,0
,,MTBO,,,LAT,Latvia MTBO 3-days 2016,Smiltene,World Ranking Event,World Ranking Event,Auseklis IK,Europe,,https://eventor.orienteering.org/Events/Show/5276,Individual,2016-06-12 20:59:59,Completed,SportIdent,http://www.magnets.lv,0,Individual,Long,47,36,23,0
,,FootO,,,CRO,Thermenland Open 2016.,"Varaždinske Toplice, Croatia",World Ranking Event,World Ranking Event,OK Medjimurje,Europe,,https://eventor.orienteering.org/Events/Show/5298,Individual,2016-06-12 21:59:59,Completed,SportIdent,http://www.thermenlandopen.org,0,Individual,Middle,16,17,9,0
,,FootO,,,RUS,Russian Championsips,"Leningrad Region, Vyborg",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5314,Individual,2016-06-15 19:59:59,Completed,SportIdent,http://rufso.ru,0,Individual,Long,53,33,20,0
,,FootO,,,SRB,5th  Mediterranean Championships in Orienteering ,"Divcibare, Serbia",World Ranking Event,World Ranking Event,SK Magic Map; PD PTT,Europe,,https://eventor.orienteering.org/Events/Show/5135,Individual,2016-06-20 21:59:59,Completed,SportIdent,http://www.mco2016.org,0,Individual,Sprint,40,26,15,0
,,FootO,,,NOR,O-Festival sprint,Sarpsborg,World Ranking Event,World Ranking Event,,Europe,Entry til this competition haas to be done in Norwegian Eventor: http://eventor.orientering.no/Events/Show/6703   We expect a lot of competitors in WRE classes. With more than 100 entered runners the class will be split in E1 and E2. The 80 best ranked will then start in E1.,https://eventor.orienteering.org/Events/Show/5278,Individual,,Completed,Emit,http://www.o-festivalen.no/,0,Individual,Sprint,0,84,53,2
,,FootO,,,SRB,5th  Mediterranean Championships in Orienteering ,"Divcibare, Serbia",World Ranking Event,World Ranking Event,SK Magic Map; PD PTT,Europe,,https://eventor.orienteering.org/Events/Show/5136,Individual,2016-06-20 21:59:59,Completed,SportIdent,http://www.mco2016.org,0,Individual,Long,42,28,16,0
,,FootO,,,CZE,Czech Championship Middle distance 2016 (Qualification and Final),Hojná Voda (South Bohemia),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5249,Individual,,Completed,SportIdent,http://oris.orientacnisporty.cz/Zavod?id=3026; http://sk-praga.cz,0,Individual,Middle,0,32,24,0
,,FootO,,,NOR,O-Festival lang,Rudskogen,World Ranking Event,World Ranking Event,,Europe,Entry to this competition has to be done in Norwegian Eventor: http://eventor.orientering.no/Events/Show/6704    We expect a lot of competitors in WRE classes. With more than 100 entered runners the class will be split in E1 and E2. The 80 best ranked will then start in E1.,https://eventor.orienteering.org/Events/Show/5280,Individual,,Completed,Emit,http://www.o-festivalen.no/,0,Individual,Long,0,86,46,23
,,FootO,,,SRB,5th  Mediterranean Championships in Orienteering ,"Divcibare, Serbia",World Ranking Event,World Ranking Event,SK Magic Map; PD PTT,Europe,,https://eventor.orienteering.org/Events/Show/5137,Individual,2016-06-20 21:59:59,Completed,SportIdent,http://www.mco2016.org,0,Individual,Middle,42,28,17,0
,,FootO,,,NOR,O-Festival mellom,Rudskogen,World Ranking Event,World Ranking Event,,Europe,Entry to this competition has to be done in Norwegian Eventor: http://eventor.orientering.no/Events/Show/6705    We expect a lot of competitors in WRE classes. With more than 100 entered runners the class will be split in E1 and E2. The 80 best ranked will then start in E1.,https://eventor.orienteering.org/Events/Show/5281,Individual,,Completed,Emit,http://www.o-festivalen.no/,0,Individual,Middle,0,101,28,35
,,FootO,,,SWE,Orebro City Sprint ,"Södermalm, Orebro City, Sweden",World Ranking Event,World Ranking Event,Almby IK,Europe,"Thanks for a great day in the southern parts of Örebro City with two exciting races. Results for the WRE-classes; M21E and W21E are published here on IOF Eventor. All national results are published on the Swedish Eventor along with courses and GPS-tracks in Livelox: http://eventor.orientering.se/Events/Show/11136

Have you been caught on photo? Check in the ""Photo blog"" here: http://teamjoe.se/foto/sport/orebro-city-sprint/ 
",https://eventor.orienteering.org/Events/Show/5453,Individual,2016-06-23 21:59:59,Completed,SportIdent,http://www.citysprint.se,0,Individual,Sprint,0,18,10,0
,,FootO,,,POL,European Youth Orienteering Championships 2016,,Major Event,Regional Championships,,Europe,,https://eventor.orienteering.org/Events/Show/5208,Individual,,Approved,Manual,http://eyoc2016.pl/,3,Individual; Relay,Long; Sprint,0,0,0,0
,,FootO,,,FIN,Huippuliiga,Porvoo,World Ranking Event,World Ranking Event,OK Trian,Europe,,https://eventor.orienteering.org/Events/Show/5244,Individual,2016-06-26 20:59:59,Completed,Emit,http://oktrian.fi/HuippuliigaPorvoo2016,0,Individual,Sprint,3,65,52,0
,,MTBO,,,EST,Baltic MTBO Championships 2016 ,Elva,World Ranking Event,World Ranking Event,Ilves OK,Europe,,https://eventor.orienteering.org/Events/Show/5293,Individual,2016-06-27 20:59:59,Completed,SportIdent,http://www.okilves.ee/voist/bikest2016/index.php,0,Individual,Middle,60,42,28,0
,,MTBO,,,EST,Baltic MTBO Championships 2016,Elva,World Ranking Event,World Ranking Event,Ilves OK,Europe,,https://eventor.orienteering.org/Events/Show/5294,Individual,2016-06-27 20:59:59,Completed,SportIdent,http://www.okilves.ee/voist/bikest2016/index.php,0,Individual,Long,55,42,28,0
,,FootO,,,LAT,Kapa 3-days 2016,"Krustpils district, Latvia",World Ranking Event,World Ranking Event,Kapa OK,Europe,,https://eventor.orienteering.org/Events/Show/5327,Individual,2016-06-28 20:59:59,Completed,SportIdent,http://2016.kapa.lv,0,Individual,Middle,2,34,17,0
,,FootO,,,SUI,Junior World Orienteering Championships 2016,,Major Event,Junior World Championships,ol norska; OLV Hindelbank,Europe,,https://eventor.orienteering.org/Events/Show/5101,Individual,2016-06-30 10:00:59; 2016-07-08 10:00:59,Entries opened,Manual,http://www.jwoc2016.ch/,5,Individual; Relay,Long; Middle; Sprint,412,0,0,0
,,FootO,,,SUI,5. Nat OL Sprint in Scuol Switzerland,5. Nat OL ,World Ranking Event,World Ranking Event,JWOC SOW 2016,Europe,,https://eventor.orienteering.org/Events/Show/5374,Individual,,Completed,SportIdent,,0,Individual,Sprint,0,58,37,0
,,FootO,,,FRA,O'France,Cornus (12),World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5168,Individual,2016-05-31 21:59:59,Completed,SportIdent,http://www.o-france.fr,0,Individual,Middle,16,63,27,0
,,FootO,,,NOR,VM test sprint,Fredrikstad,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5279,Individual,,Completed,Emit,,0,Individual,Sprint,0,48,33,0
,,FootO,,,SRB,Kopaonik open 2016,"Kopaonik, Serbia",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/5292,Individual,2016-07-15 21:59:59,Completed,SportIdent,http://kopaonikopen.org,0,Individual,Middle,20,20,10,1
,,FootO,,,GBR,Sprint Scotland,Falkirk Hallglen,World Ranking Event,World Ranking Event,Forth Valley Orienteers,Europe,,https://eventor.orienteering.org/Events/Show/5443,Individual,,Completed,SportIdent,http://sprintscotland.co.uk/,0,Individual,Sprint,0,26,12,0
,,FootO,,,GBR,Sprint Scotland,Grangemouth,World Ranking Event,World Ranking Event,Forth Valley Orienteers,Europe,,https://eventor.orienteering.org/Events/Show/5442,Individual,,Completed,SportIdent,http://sprintscotland.co.uk/,0,Individual,Sprint,0,25,12,0
,,FootO,,,SUI,Day 2 of Swiss Orienteering Week 2016,"God da Staz, St. Moritz, Switzerland",World Ranking Event,World Ranking Event,JWOC SOW 2016,Europe,,https://eventor.orienteering.org/Events/Show/5373,Individual,2016-07-15 21:59:59,Completed,SportIdent,http://www.swiss-o-week.ch/en/sow2016/wettkaempfe/etappe-2.html,0,Individual,Middle,0,106,58,0
,,MTBO,,,POR,World MTB Orienteering Championships 2016 and World Cup Round 2,,Major Event,World Championships; World Cup; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/4861,Individual,2016-07-10 21:59:59,Completed,Manual,http://mtbo16.fpo.pt/,5,Individual; Relay,Long; Middle; Sprint; UltraLong,137,0,1,0
,,MTBO,,,POR,Junior World MTB orienteering Championships 2016,,Major Event,Junior World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/4862,Individual,2016-07-10 21:59:59,Completed,Manual,http://mtbo16.fpo.pt,5,Individual; Relay,Long; Middle; Sprint; UltraLong,73,0,0,75
,,MTBO,,,POR,European Youth MTB Orienteering Championships,,Major Event,Regional Championships,,Europe,,https://eventor.orienteering.org/Events/Show/5019,Individual,2016-07-10 21:59:59,Completed,Manual,http://mtbo16.fpo.pt/,5,Individual; Relay,Long; Middle; Sprint; UltraLong,53,0,0,0
,,FootO,,,TPE,Asian Orienteering Championships 2016,,Major Event,Regional Championships; World Ranking Event,,Asia,,https://eventor.orienteering.org/Events/Show/5121,Individual,2016-07-08 15:59:59,Entries opened,Manual,http://asoc2016.tw,4,Individual; Relay,Long; Middle; Sprint,51,0,0,0
,,FootO,,,HUN,World University Orienteering Championships,,World Ranking Event,World Ranking Event,Diosgyori Tajekozodasi Futo Club,Europe,,https://eventor.orienteering.org/Events/Show/5386,Individual,,Approved,Manual,http://www.wuoc2016.hu,5,Individual; Relay,Long; Middle; Sprint,0,0,0,0
,,FootO,,,CAN,Canadian Orienteering Championships,"Ti-Jurabi-Chubi map, Kananaskis Country",World Ranking Event,World Ranking Event,,North America,,https://eventor.orienteering.org/Events/Show/5330,Individual,,Completed,SportIdent,http://www.coc2016.ca/,0,Individual,Middle,0,38,19,0
,,FootO,,,EST,World Masters Orienteering Championships 2016,,Major Event,World Masters,SK100,Europe,,https://eventor.orienteering.org/Events/Show/5148,Individual,2015-12-28 21:59:59; 2016-03-28 20:59:59; 2016-07-11 20:59:59,Approved,SportIdent,http://www.wmoc2016.ee,0,Individual,Long; Sprint,0,0,0,0
,,FootO,,,NOR,Night Hawk middle,Oslo - Linderudkollen,World Ranking Event,World Ranking Event,Lillomarka OL,Europe,Last WRE race before WOC 2016. Only two hours drive from WOC area. Join NightHawk with your friends and and gain extra WRE points on the Sunday race. Entry and further information through the Norwegian Eventor website. See link below.,https://eventor.orienteering.org/Events/Show/5282,Individual,2016-08-11 21:59:59,Completed,Emit,http://eventor.orientering.no/Events/Show/7117,0,Individual,Middle,0,95,31,0
,,FootO,,,SWE,Nokian Tyres World Orienteering Championships 2016 and World Cup 2016 Round 3,,Major Event,World Championships; World Cup; World Ranking Event,Bohuslan Dals OF,Europe,,https://eventor.orienteering.org/Events/Show/4865,Individual,2016-06-30 21:59:59; 2016-08-10 21:59:59,Entries opened,Manual,http://woc2016.orientering.se,6,Individual; Relay,Long; Middle; Sprint,574,0,0,0
,,TrailO,,,SWE,World Trail Orienteering Championships 2016,,Major Event,World Championships,Bohuslan Dals OF,Europe,"Pusher help för wheelchairs must be ordered for each individual race.
Packed lunch and SportIdent punching stick to be ordered for each individual day of competition.",https://eventor.orienteering.org/Events/Show/4864,Individual,2016-08-10 21:59:59,Entries opened,Manual,http://www.woc2016.se/en/,4,Individual; Relay,PreO; TempO,129,0,0,0
,,MTBO,,,CZE,Czech cup round ,Suchý,World Ranking Event,World Ranking Event,Gigant Orienteering,Europe,"Entries and services: Exclusively via registration system ORIS - Czech orienteering information system. Racers must know their IOF ID.
See: Documents and links.",https://eventor.orienteering.org/Events/Show/5285,Individual,2016-08-19 21:59:59,Completed,SportIdent,http://www.bike-orientexpress.cz,0,Individual,Sprint,0,45,19,0
